record_seq_num;relative_time_sec;unix_timestamp_sec;run_id;run_name;device_id;item;cycle;section;humidity;temperature;1;105;106;24;25;34;36;55
10;162.171000;1775642517.729000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.105000;1.319000;1.582000;3.487000;3.064500;3.384500;1.785000;2.255000
10;162.504000;1775642518.062000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.114500;1.335000;1.585000;3.502500;3.077500;3.402000;1.802000;2.270500
10;162.837000;1775642518.395000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.270000;1.119500;1.343500;1.588500;3.518000;3.094500;3.411000;1.802000;2.267500
10;163.170000;1775642518.728000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.300000;1.126500;1.351500;1.596500;3.528000;3.106000;3.423000;1.813000;2.322000
10;163.503000;1775642519.061000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.300000;1.133000;1.359500;1.601000;3.551500;3.114500;3.435000;1.821000;2.299000
10;163.836000;1775642519.394000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.143500;1.377000;1.619000;3.553000;3.125000;3.462000;1.839000;2.306000
10;164.169000;1775642519.727000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.146000;1.377500;1.620500;3.569500;3.133500;3.481000;1.831000;2.326500
10;164.502000;1775642520.060000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.151000;1.388500;1.638500;3.585000;3.152500;3.471000;1.851000;2.323500
10;164.835000;1775642520.393000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.158500;1.390500;1.647000;3.605500;3.159500;3.485500;1.867000;2.334500
10;165.168000;1775642520.726000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.164500;1.397500;1.642500;3.611500;3.172500;3.507500;1.861000;2.347000
10;165.501000;1775642521.059000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.169500;1.401500;1.648000;3.619000;3.183000;3.523000;1.879000;2.355000
10;165.834000;1775642521.392000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.175500;1.412000;1.658500;3.637500;3.191000;3.530000;1.875000;2.392000
10;166.167000;1775642521.725000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.182000;1.412500;1.684000;3.644000;3.201500;3.543500;1.884000;2.360000
10;166.500000;1775642522.058000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.183500;1.426000;1.668000;3.669500;3.215500;3.546000;1.892000;2.431500
10;166.833000;1775642522.391000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.187500;1.428000;1.679500;3.669500;3.218500;3.564500;1.892000;2.413500
