label,Bal.Acc_mean,Bal.Acc_std,MCC_mean,MCC_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,PR_AUC_std,Precision_mean,Precision_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std
cognac,0.7470429685972295,0.05011393762922498,0.4657649610487725,0.10495261190975122,0.4768557504873295,0.10203620602734224,0.9473185427769426,0.01665238130557113,0.3872839849143324,0.09150737162593714,0.4523791867507107,0.11506071797213847,0.5091238471673254,0.09616984834769346,0.9849620900271336,0.005849068009025621
cooked,0.7180947153917334,0.055347445686838526,0.23019681178671983,0.0411335145693626,0.2060339826743644,0.05125960086283012,0.8553829661429869,0.05264042775216895,0.15422689207794926,0.03816579295275681,0.1396743996743996,0.06263530743671102,0.5005882352941177,0.13293519800456208,0.9356011954893491,0.029168294435910666
cooling,0.6316250646716031,0.03157251441837765,0.2555888272945642,0.06458729966846671,0.26516547968160864,0.06295418833007604,0.8874448482538003,0.027310697526296574,0.21619356852778684,0.03735610740732499,0.2650875649405061,0.08771358373663991,0.27671568627450976,0.06401001714787342,0.9865344430686965,0.0054300129917863125
cortex,0.53771252413319,0.03864193891723691,0.04301117809346994,0.03545004929341056,0.04917748917748914,0.031139656860962487,0.731365815398126,0.10354409898241054,0.03572677475113034,0.018018922320000335,0.03817460317460314,0.027981677948819342,0.10095238095238095,0.09163728657183949,0.9744726673139992,0.018635967294501565
coumarinic,0.7121869150856249,0.12371176853198275,0.3263447729227987,0.13491207349480855,0.316366566551901,0.1234070914209436,0.9362916095960475,0.025915951874670284,0.26619924843088705,0.1134908450542438,0.2778808074954119,0.14579043621306614,0.4416025641025641,0.2609462957461599,0.982771266068686,0.016880888385292475
creamy,0.5968291962580685,0.023866766944585106,0.20710190621777827,0.016290208272210432,0.22793553409874528,0.010752847692053931,0.7616321939775315,0.02590756249042506,0.21035815114795997,0.042399950220583266,0.2640685033827172,0.07652262089607409,0.22156357854032271,0.06527146548964984,0.9720948139758143,0.017601132839589296
cucumber,0.7331757656029868,0.13076543880636687,0.32346184872654205,0.1308468393978873,0.3020307753863595,0.12138323196731528,0.964888580043685,0.017510724119369263,0.29333884837908264,0.1103484864459627,0.2525,0.12942179105544785,0.4822222222222222,0.2716660986133575,0.9841293089837515,0.012840336586033405
dairy,0.659210141790138,0.04814941634411343,0.334615076803856,0.03848352155738306,0.34076532451613567,0.04579472958526008,0.8411298981002453,0.042408263450367564,0.2739222207864752,0.053249907829915316,0.3857142857142857,0.08316309141225228,0.33366666666666667,0.10472450631166623,0.9847536169136095,0.009486760486259625
dry,0.6033659449752934,0.02737968167461012,0.19356240347872425,0.04318951735081862,0.2150921147809833,0.04070530136263505,0.757916559171544,0.020850788252548668,0.1388236762933214,0.02500802431986418,0.21977591036414562,0.08525480551000597,0.2430131964809384,0.07382836500390737,0.9637186934696483,0.02498872753041431
earthy,0.567526785755234,0.03366017336135986,0.18560190108533786,0.0686478757929195,0.20680001173378285,0.0777362635685407,0.749831788970178,0.03550200037286053,0.2224417405559697,0.048012553861985136,0.3195238095238095,0.06789681380052405,0.15849562202503373,0.07211936147274015,0.9765579494854342,0.007897710879056585
ethereal,0.7256593229143112,0.0462588229058225,0.5049657987771361,0.09174465923160932,0.5239608781333269,0.08551627191671875,0.9119586924579245,0.025679875120392263,0.5664985835427349,0.06719752844987356,0.6016026968200882,0.11767876253329804,0.4715102114866266,0.09211386771634461,0.9798084343419958,0.010014379132519182
fatty,0.7552395437590415,0.023877309211651557,0.49407916837356003,0.011695340356200136,0.5548216935170411,0.014190146072387794,0.8567208233141319,0.007273887112888519,0.5152428676554732,0.04703889654449552,0.538191889014875,0.036009400555998,0.5805128205128205,0.06726229645363384,0.9299662670052624,0.02135038633050804
fermented,0.6974527248824799,0.08014988982854582,0.3588816098237381,0.1115862946903779,0.3705873379099923,0.10146509227880694,0.8844601108134243,0.05057901034723936,0.34023544404749395,0.15140637992063688,0.35706995513447126,0.13594258202222198,0.4211165845648604,0.16911726961676066,0.9737888652000993,0.01569490152210072
fishy,0.6498017162564943,0.05948009824965964,0.35163728221674945,0.12091314424338513,0.3491923076923077,0.12343595469409471,0.8974333703740083,0.027382808911744473,0.3340854531954807,0.08716760592800932,0.43725490196078437,0.14976593297198673,0.30632352941176466,0.1200310437385952,0.9932799031012239,0.0038387545284801817
floral,0.7461026062529529,0.01780867493958285,0.46895508872835334,0.01247945758241205,0.590039606483826,0.006723099284698117,0.8415274095665074,0.014397007622566923,0.5586238905049639,0.024138347477589826,0.5544339380807435,0.05221605736346593,0.6430061361725234,0.0792574753675265,0.8491990763333824,0.04523114542325462
